,NOME_PRODUTO,NM_CLIENTE,forecast_1,forecast_2,forecast_3
1083,ML Mountain Handlebars,Casual Bicycle Store,1.5,1.8,2.0
1084,ML Mountain Handlebars,Fashionable Department Stores,3.0,3.0,3.1
1085,ML Mountain Handlebars,Chic Department Stores,3.0,2.9,2.9
1086,ML Mountain Handlebars,Extraordinary Bike Works,6.3,5.9,5.6
1087,ML Mountain Handlebars,Genial Bike Associates,1.9,1.8,1.8
1088,ML Mountain Handlebars,Paint Supply,1.5,1.9,2.2
1089,ML Mountain Handlebars,Satin Finish Company,1.4,1.7,1.9
1090,ML Mountain Handlebars,The Gear Store,4.3,3.6,3.3
1091,ML Mountain Handlebars,Metropolitan Bicycle Supply,5.3,5.5,5.6
1092,ML Mountain Handlebars,Nearby Cycle Shop,2.8,2.6,2.5
1093,ML Mountain Handlebars,Brakes and Gears,3.1,3.2,3.2
1094,ML Mountain Handlebars,Fashionable Bikes and Accessories,3.0,3.0,2.9
1095,ML Mountain Handlebars,Closeout Boutique,6.3,6.4,6.5
1096,ML Mountain Handlebars,Safe Cycles Shop,5.2,4.7,4.4
1097,ML Mountain Handlebars,Great Bikes ,3.6,4.0,4.2
1098,"Mountain-200 Black, 38",Real Sporting Goods,7.3,6.8,6.4
1099,"Mountain-200 Black, 38",Bike World,3.6,3.3,3.1
1100,"Mountain-200 Black, 38",Many Bikes Store,7.2,6.6,6.2
1101,"Mountain-200 Black, 38",Resale Services,2.6,3.0,3.3
1102,"Mountain-200 Black, 38",Small Bike Shop,2.5,2.8,3.0
1103,"Mountain-200 Black, 38",Sturdy Toys,7.5,7.0,6.7
1104,"Mountain-200 Black, 38",Trailblazing Sports,2.2,2.4,2.5
1105,"Mountain-200 Black, 38",Bikes for Kids and Adults,1.9,1.9,1.9
1106,"Mountain-200 Black, 38",Finer Cycle Shop,3.0,2.9,2.9
1107,"Mountain-200 Black, 38",Greater Bike Store,2.2,2.3,2.4
1108,"Mountain-200 Black, 38",Leather Seat Factory,6.4,6.0,5.8
1109,"Mountain-200 Black, 38",One Bike Company,2.3,2.6,2.7
1110,"Mountain-200 Black, 38",Original Bicycle Supply Company,2.0,1.9,1.9
1111,"Mountain-200 Black, 38",Rapid Bikes,3.7,3.5,3.4
1112,"Mountain-200 Black, 38",Red Bicycle Company,3.9,3.8,3.7
1113,"Mountain-200 Black, 38",Rural Cycle Emporium,9.5,9.2,8.8
1114,"Mountain-200 Black, 38",Standard Bikes,1.4,1.7,1.9
1115,"Mountain-200 Black, 38",Top Sports Supply,9.3,8.7,8.3
1116,"Mountain-200 Black, 38",Twelfth Bike Store,1.2,1.3,1.4
1117,"Mountain-200 Black, 38",Vigorous Exercise Company,6.3,6.6,6.8
1118,"Mountain-200 Black, 38",Field Trip Store,3.5,3.9,4.1
1119,"Mountain-200 Black, 38",Initial Bike Company,2.3,2.4,2.5
1120,"Mountain-200 Black, 38",Superlative Bikes,1.9,1.9,1.8
1121,"Mountain-200 Black, 38",Valuable Bike Parts Company,2.5,2.8,3.0
1122,"Mountain-200 Black, 38",Community Department Stores,2.1,2.1,2.1
1123,"Mountain-200 Black, 38",Finished Parts Shop,1.3,1.5,1.7
1124,"Mountain-200 Black, 38",Registered Cycle Store,14.0,12.5,11.3
1125,"Mountain-200 Black, 38",Better Bike Shop,5.2,4.7,4.4
1126,"Mountain-200 Black, 38",Elemental Sporting Goods,3.4,3.0,2.8
1127,"Mountain-200 Black, 38",Noiseless Gear Company,3.1,3.2,3.2
1128,"Mountain-200 Black, 38",This Area Sporting Goods,2.6,2.4,2.3
1129,"Mountain-200 Black, 38",Grand Discount Store,3.9,3.8,3.7
1130,"Mountain-200 Black, 38",Catalog Store,4.9,4.8,4.7
1131,"Mountain-200 Black, 38","Fabrikam Inc., West",2.6,2.9,3.0
1132,"Mountain-200 Black, 38",Bicycle Lines Distributors,2.4,2.8,3.0
1133,"Mountain-200 Black, 38",World of Bikes,7.4,6.8,6.4
1134,"Mountain-200 Black, 38",Brightwork Company,3.0,3.0,3.0
1135,"Mountain-200 Black, 38",Permanent Finish Products,3.0,3.6,4.0
1136,"Mountain-200 Black, 38",Lubricant and Grease Suppliers,2.2,2.3,2.4
1137,"Mountain-200 Black, 38",Consolidated Sales,2.2,2.4,2.5
1138,"Mountain-200 Black, 38",Chic Department Stores,2.7,3.3,3.7
1139,"Mountain-200 Black, 38",Extraordinary Bike Works,7.1,6.4,6.0
1140,"Mountain-200 Black, 38",Genial Bike Associates,4.2,4.3,4.4
1141,"Mountain-200 Black, 38",Paint Supply,2.3,2.6,2.7
1142,"Mountain-200 Black, 38",Satin Finish Company,3.8,3.7,3.6
1143,"Mountain-200 Black, 38",The Gear Store,2.3,2.5,2.7
1144,"Mountain-200 Black, 38",Commerce Bicycle Specialists,3.0,3.0,3.1
1145,"Mountain-200 Black, 38",Metropolitan Bicycle Supply,7.4,7.1,6.9
1146,"Mountain-200 Black, 38",Nearby Cycle Shop,3.7,3.5,3.4
1147,"Mountain-200 Black, 38",Oils and Fluids Warehouse,1.2,1.4,1.6
1148,"Mountain-200 Black, 38",Brakes and Gears,8.8,8.7,8.6
1149,"Mountain-200 Black, 38",Frugal Bike Shop,2.9,3.5,3.9
1150,"Mountain-200 Black, 38",Closeout Boutique,5.8,5.7,5.6
1151,"Mountain-200 Black, 38",Latest Sports Equipment,4.5,4.9,5.1
1152,"Mountain-200 Black, 38",Moderately-Priced Bikes Store,1.3,1.5,1.6
1153,"Mountain-200 Black, 38",Safe Cycles Shop,5.5,5.1,4.9
1154,"Mountain-200 Black, 38",First Department Stores,2.4,2.1,1.9
1155,"Mountain-200 Black, 38",Great Bikes ,9.4,7.8,6.7
1156,"Mountain-200 Silver, 38",Professional Cycle Store,2.6,2.9,3.0
1157,"Mountain-200 Silver, 38",Real Sporting Goods,6.5,6.1,5.7
1158,"Mountain-200 Silver, 38",Many Bikes Store,3.0,3.1,3.1
1159,"Mountain-200 Silver, 38",Small Bike Shop,3.2,3.3,3.4
1160,"Mountain-200 Silver, 38",Trailblazing Sports,2.7,2.5,2.3
1161,"Mountain-200 Silver, 38",Family Cycle Store,1.4,1.8,2.0
1162,"Mountain-200 Silver, 38",Leather Seat Factory,6.0,6.0,6.0
1163,"Mountain-200 Silver, 38",Original Bicycle Supply Company,3.8,3.6,3.5
1164,"Mountain-200 Silver, 38",Rapid Bikes,3.6,2.7,2.4
1165,"Mountain-200 Silver, 38",Rural Cycle Emporium,6.7,6.5,6.2
1166,"Mountain-200 Silver, 38",Top Sports Supply,4.7,4.6,4.5
1167,"Mountain-200 Silver, 38",Twelfth Bike Store,3.9,3.8,3.7
1168,"Mountain-200 Silver, 38",Valley Toy Store,2.5,2.8,3.0
1169,"Mountain-200 Silver, 38",Vigorous Exercise Company,4.0,4.4,4.7
1170,"Mountain-200 Silver, 38",Field Trip Store,6.0,6.6,6.9
1171,"Mountain-200 Silver, 38",Initial Bike Company,1.6,2.1,2.4
1172,"Mountain-200 Silver, 38",Valuable Bike Parts Company,3.9,3.7,3.7
1173,"Mountain-200 Silver, 38",Registered Cycle Store,5.1,5.2,5.3
1174,"Mountain-200 Silver, 38",Better Bike Shop,3.5,3.9,4.2
1175,"Mountain-200 Silver, 38",Noiseless Gear Company,10.1,9.3,8.6
1176,"Mountain-200 Silver, 38",Grand Discount Store,4.7,4.5,4.4
1177,"Mountain-200 Silver, 38",Catalog Store,1.6,2.0,2.3
1178,"Mountain-200 Silver, 38","Fabrikam Inc., West",3.0,2.9,2.9
1179,"Mountain-200 Silver, 38",Bicycle Lines Distributors,5.4,5.0,4.7
1180,"Mountain-200 Silver, 38",Permanent Finish Products,5.7,4.9,4.4
1181,"Mountain-200 Silver, 38",Fashionable Department Stores,1.5,1.8,2.1
1182,"Mountain-200 Silver, 38",Chic Department Stores,2.1,2.1,2.2
1183,"Mountain-200 Silver, 38",Extraordinary Bike Works,6.9,5.3,4.3
1184,"Mountain-200 Silver, 38",Genial Bike Associates,4.7,3.9,3.4
1185,"Mountain-200 Silver, 38",Paint Supply,3.0,3.1,3.1
1186,"Mountain-200 Silver, 38",Satin Finish Company,3.1,3.2,3.2
1187,"Mountain-200 Silver, 38",The Gear Store,1.5,1.9,2.3
1188,"Mountain-200 Silver, 38",Commerce Bicycle Specialists,3.6,3.5,3.4
1189,"Mountain-200 Silver, 38",Metropolitan Bicycle Supply,4.6,5.0,5.3
1190,"Mountain-200 Silver, 38",Brakes and Gears,5.8,6.2,6.5
1191,"Mountain-200 Silver, 38",Closeout Boutique,4.3,4.5,4.6
1192,"Mountain-200 Silver, 38",Latest Sports Equipment,9.9,9.0,8.4
1193,"Mountain-200 Silver, 38",Safe Cycles Shop,2.4,1.8,1.6
1194,"Mountain-200 Silver, 38",Great Bikes ,3.3,3.6,3.9
1195,"Sport-100 Helmet, Red",Real Sporting Goods,10.5,10.1,9.9
1196,"Sport-100 Helmet, Red",Area Bike Accessories,14.7,14.5,14.3
1197,"Sport-100 Helmet, Red",Eastside Department Store,10.3,10.6,10.8
1198,"Sport-100 Helmet, Red",Farthermost Bike Shop,8.3,7.8,7.3
1199,"Sport-100 Helmet, Red",Many Bikes Store,2.5,2.9,3.2
1200,"Sport-100 Helmet, Red",Preferred Bikes,4.9,4.8,4.8
1201,"Sport-100 Helmet, Red",Resale Services,1.7,2.1,2.4
1202,"Sport-100 Helmet, Red",Separate Parts Corporation,2.9,2.9,2.9
1203,"Sport-100 Helmet, Red",Bikes and Motorbikes,7.3,6.9,6.6
1204,"Sport-100 Helmet, Red",Citywide Service and Repair,7.0,7.1,7.1
1205,"Sport-100 Helmet, Red",Corner Bicycle Supply,3.6,4.0,4.4
1206,"Sport-100 Helmet, Red",General Supplies,6.1,6.1,6.2
1207,"Sport-100 Helmet, Red",Original Bicycle Supply Company,4.9,4.2,3.8
1208,"Sport-100 Helmet, Red",Rapid Bikes,4.2,4.4,4.5
1209,"Sport-100 Helmet, Red",Retail Mall,3.0,3.0,2.9
1210,"Sport-100 Helmet, Red",Rewarding Activities Company,6.6,6.0,5.8
1211,"Sport-100 Helmet, Red",Sundry Sporting Goods,1.2,1.3,1.4
1212,"Sport-100 Helmet, Red",Tenth Bike Store,2.5,2.7,2.9
1213,"Sport-100 Helmet, Red",Top Sports Supply,10.4,8.9,8.0
1214,"Sport-100 Helmet, Red",Twelfth Bike Store,6.8,6.6,6.5
1215,"Sport-100 Helmet, Red",Vigorous Exercise Company,10.7,8.8,7.7
1216,"Sport-100 Helmet, Red",Field Trip Store,5.7,5.5,5.4
1217,"Sport-100 Helmet, Red",Futuristic Sport Distributors,10.4,8.7,7.9
1218,"Sport-100 Helmet, Red",Initial Bike Company,8.4,7.2,6.4
1219,"Sport-100 Helmet, Red",Reasonable Bicycle Sales,4.4,3.9,3.6
1220,"Sport-100 Helmet, Red",Juvenile Sports Equipment,3.0,2.9,2.9
1221,"Sport-100 Helmet, Red",Rally Day Mall,8.3,7.3,6.6
1222,"Sport-100 Helmet, Red",Valuable Bike Parts Company,3.0,3.6,3.9
1223,"Sport-100 Helmet, Red",Metropolitan Equipment,3.4,4.3,4.9
1224,"Sport-100 Helmet, Red",Registered Cycle Store,3.5,3.8,4.2
1225,"Sport-100 Helmet, Red",Spare Parts Co.,2.7,2.5,2.4
1226,"Sport-100 Helmet, Red",Steel Inc.,8.4,7.4,6.9
1227,"Sport-100 Helmet, Red",Better Bike Shop,3.3,3.5,3.6
1228,"Sport-100 Helmet, Red",Wheelsets Storehouse,4.8,5.3,5.7
1229,"Sport-100 Helmet, Red",Exhilarating Cycles,7.7,7.5,7.3
1230,"Sport-100 Helmet, Red","Fabrikam Inc., West",3.4,3.6,3.7
1231,"Sport-100 Helmet, Red",eCommerce Bikes,6.4,6.0,5.7
1232,"Sport-100 Helmet, Red",World of Bikes,3.9,3.8,3.7
1233,"Sport-100 Helmet, Red",Retail Sales and Service,2.8,2.7,2.6
1234,"Sport-100 Helmet, Red",Seventh Bike Store,3.1,3.2,3.2
1235,"Sport-100 Helmet, Red",Bike Dealers Association,8.8,8.6,8.4
1236,"Sport-100 Helmet, Red",Fashionable Department Stores,5.4,5.7,5.9
1237,"Sport-100 Helmet, Red",Larger Cycle Shop,2.5,2.9,3.3
1238,"Sport-100 Helmet, Red",Advanced Bike Components,6.4,5.9,5.6
1239,"Sport-100 Helmet, Red",Paint Supply,9.5,9.0,8.5
1240,"Sport-100 Helmet, Red",Sheet Metal Manufacturing,3.2,3.4,3.5
1241,"Sport-100 Helmet, Red",The Gear Store,3.9,3.8,3.8
1242,"Sport-100 Helmet, Red",Totes & Baskets Company,4.1,4.1,4.1
1243,"Sport-100 Helmet, Red",Bulk Discount Store,3.1,3.2,3.2
1244,"Sport-100 Helmet, Red",Commerce Bicycle Specialists,5.0,4.5,4.2
1245,"Sport-100 Helmet, Red",Prosperous Tours,11.1,9.9,9.0
1246,"Sport-100 Helmet, Red",Sales and Supply Company,8.1,8.2,8.3
1247,"Sport-100 Helmet, Red",Latest Sports Equipment,2.9,2.8,2.7
1248,"Sport-100 Helmet, Red",Good Bike Shop,1.4,1.8,2.0
1249,"Sport-100 Helmet, Red",Great Bikes ,4.4,4.0,3.7
1250,"HL Mountain Frame - Black, 42",Real Sporting Goods,2.6,2.4,2.3
1251,"HL Mountain Frame - Black, 42",Golf and Cycle Store,3.6,3.4,3.3
1252,"HL Mountain Frame - Black, 42",Resale Services,1.0,1.1,1.1
1253,"HL Mountain Frame - Black, 42",Trailblazing Sports,2.0,2.0,1.9
1254,"HL Mountain Frame - Black, 42",Leather Seat Factory,4.3,4.4,4.5
1255,"HL Mountain Frame - Black, 42",Original Bicycle Supply Company,2.8,2.6,2.5
1256,"HL Mountain Frame - Black, 42",Rapid Bikes,1.3,1.4,1.6
1257,"HL Mountain Frame - Black, 42",Red Bicycle Company,1.2,1.4,1.5
1258,"HL Mountain Frame - Black, 42",Top Sports Supply,4.8,4.7,4.6
1259,"HL Mountain Frame - Black, 42",Vigorous Exercise Company,3.7,3.5,3.4
1260,"HL Mountain Frame - Black, 42",Field Trip Store,4.0,4.0,3.9
1261,"HL Mountain Frame - Black, 42",Registered Cycle Store,5.7,5.5,5.4
1262,"HL Mountain Frame - Black, 42",Catalog Store,1.5,1.8,2.0
1263,"HL Mountain Frame - Black, 42",eCommerce Bikes,1.8,1.7,1.7
1264,"HL Mountain Frame - Black, 42",Permanent Finish Products,4.2,3.7,3.3
1265,"HL Mountain Frame - Black, 42",Casual Bicycle Store,2.0,2.0,2.0
1266,"HL Mountain Frame - Black, 42",Fashionable Department Stores,1.2,1.4,1.6
1267,"HL Mountain Frame - Black, 42",Chic Department Stores,2.9,2.9,2.9
1268,"HL Mountain Frame - Black, 42",Extraordinary Bike Works,1.5,1.8,1.9
1269,"HL Mountain Frame - Black, 42",Genial Bike Associates,2.8,2.7,2.6
1270,"HL Mountain Frame - Black, 42",Paint Supply,2.1,2.2,2.3
1271,"HL Mountain Frame - Black, 42",Satin Finish Company,2.0,2.0,1.9
1272,"HL Mountain Frame - Black, 42",The Gear Store,2.9,2.8,2.8
1273,"HL Mountain Frame - Black, 42",Metropolitan Bicycle Supply,4.0,4.0,4.0
1274,"HL Mountain Frame - Black, 42",Brakes and Gears,3.8,3.7,3.6
1275,"HL Mountain Frame - Black, 42",Fashionable Bikes and Accessories,1.3,1.5,1.7
1276,"HL Mountain Frame - Black, 42",Closeout Boutique,5.6,5.2,5.0
1277,"HL Mountain Frame - Black, 42",Safe Cycles Shop,3.3,3.5,3.6
1278,"HL Mountain Frame - Silver, 38",Real Sporting Goods,1.8,2.2,2.5
1279,"HL Mountain Frame - Silver, 38",Golf and Cycle Store,5.6,5.2,5.0
1280,"HL Mountain Frame - Silver, 38",Resale Services,2.9,2.8,2.7
1281,"HL Mountain Frame - Silver, 38",Small Bike Shop,2.5,2.2,2.0
1282,"HL Mountain Frame - Silver, 38",Trailblazing Sports,1.1,1.2,1.3
1283,"HL Mountain Frame - Silver, 38",Leather Seat Factory,2.4,2.6,2.8
1284,"HL Mountain Frame - Silver, 38",Original Bicycle Supply Company,3.4,2.6,2.3
1285,"HL Mountain Frame - Silver, 38",Rapid Bikes,2.0,2.0,1.9
1286,"HL Mountain Frame - Silver, 38",Red Bicycle Company,2.0,1.9,1.9
1287,"HL Mountain Frame - Silver, 38",Top Sports Supply,3.8,4.2,4.5
1288,"HL Mountain Frame - Silver, 38",Vigorous Exercise Company,3.2,3.3,3.4
1289,"HL Mountain Frame - Silver, 38",Field Trip Store,5.0,5.0,5.0
1290,"HL Mountain Frame - Silver, 38",Immediate Repair Shop,1.9,1.9,1.9
1291,"HL Mountain Frame - Silver, 38",Registered Cycle Store,4.3,4.4,4.5
1292,"HL Mountain Frame - Silver, 38",Spare Parts Co.,1.2,1.3,1.4
1293,"HL Mountain Frame - Silver, 38",Better Bike Shop,1.3,1.5,1.7
1294,"HL Mountain Frame - Silver, 38",Grand Discount Store,1.7,1.6,1.5
1295,"HL Mountain Frame - Silver, 38",Catalog Store,3.1,2.7,2.5
1296,"HL Mountain Frame - Silver, 38",eCommerce Bikes,1.5,1.8,2.1
1297,"HL Mountain Frame - Silver, 38",Bicycle Lines Distributors,2.0,2.1,2.1
1298,"HL Mountain Frame - Silver, 38",Permanent Finish Products,4.5,3.7,3.2
1299,"HL Mountain Frame - Silver, 38",Casual Bicycle Store,2.0,2.1,2.1
1300,"HL Mountain Frame - Silver, 38",Chic Department Stores,2.3,2.4,2.6
1301,"HL Mountain Frame - Silver, 38",Extraordinary Bike Works,2.7,2.5,2.3
1302,"HL Mountain Frame - Silver, 38",Genial Bike Associates,2.1,2.3,2.3
1303,"HL Mountain Frame - Silver, 38",Paint Supply,1.1,1.2,1.2
1304,"HL Mountain Frame - Silver, 38",Satin Finish Company,2.6,2.4,2.3
1305,"HL Mountain Frame - Silver, 38",Metropolitan Bicycle Supply,4.8,4.6,4.5
1306,"HL Mountain Frame - Silver, 38",Nearby Cycle Shop,2.2,2.4,2.6
1307,"HL Mountain Frame - Silver, 38",Brakes and Gears,3.9,3.8,3.7
1308,"HL Mountain Frame - Silver, 38",Fashionable Bikes and Accessories,1.2,1.3,1.4
1309,"HL Mountain Frame - Silver, 38",Closeout Boutique,3.1,3.5,3.7
1310,"HL Mountain Frame - Silver, 38",Latest Sports Equipment,2.0,2.5,2.7
1311,"HL Mountain Frame - Silver, 38",Safe Cycles Shop,2.1,2.7,3.0
1312,"HL Mountain Frame - Silver, 38",Great Bikes ,3.0,2.9,2.9
1313,HL Mountain Handlebars,Professional Cycle Store,2.3,1.9,1.8
1314,HL Mountain Handlebars,Many Bikes Store,1.2,1.3,1.4
1315,HL Mountain Handlebars,Rural Cycle Emporium,1.4,1.8,2.0
1316,HL Mountain Handlebars,Field Trip Store,3.0,3.1,3.1
1317,HL Mountain Handlebars,Valuable Bike Parts Company,2.0,2.0,2.0
1318,HL Mountain Handlebars,Better Bike Shop,2.3,2.4,2.5
1319,HL Mountain Handlebars,Noiseless Gear Company,2.0,2.0,1.9
1320,HL Mountain Handlebars,Brakes and Gears,2.1,2.2,2.3
1321,HL Mountain Handlebars,Latest Sports Equipment,2.5,2.8,3.0
1322,HL Mountain Handlebars,Great Bikes ,3.1,3.7,4.0
1323,LL Mountain Handlebars,Real Sporting Goods,1.2,1.4,1.6
1324,LL Mountain Handlebars,Trailblazing Sports,1.2,1.4,1.5
1325,LL Mountain Handlebars,Leather Seat Factory,3.0,3.5,3.7
1326,LL Mountain Handlebars,Rapid Bikes,1.3,1.6,1.8
1327,LL Mountain Handlebars,Top Sports Supply,3.5,3.9,4.1
1328,LL Mountain Handlebars,Vigorous Exercise Company,2.9,3.4,3.8
1329,LL Mountain Handlebars,Registered Cycle Store,3.0,3.6,3.8
1330,LL Mountain Handlebars,Grand Discount Store,2.8,2.6,2.5
1331,LL Mountain Handlebars,Catalog Store,2.4,2.2,2.1
1332,LL Mountain Handlebars,Bicycle Lines Distributors,2.0,1.9,1.9
1333,LL Mountain Handlebars,Permanent Finish Products,4.9,4.9,4.9
1334,LL Mountain Handlebars,Chic Department Stores,2.0,2.1,2.1
1335,LL Mountain Handlebars,Extraordinary Bike Works,3.9,3.9,3.9
1336,LL Mountain Handlebars,Genial Bike Associates,3.0,2.9,2.9
1337,LL Mountain Handlebars,Paint Supply,2.3,2.6,2.7
1338,LL Mountain Handlebars,Satin Finish Company,1.4,1.8,2.0
1339,LL Mountain Handlebars,Metropolitan Bicycle Supply,4.1,4.1,4.2
1340,LL Mountain Handlebars,Closeout Boutique,5.2,5.3,5.4
1341,LL Mountain Handlebars,Safe Cycles Shop,4.9,4.8,4.8
1342,"Mountain-200 Black, 42",Real Sporting Goods,2.7,3.2,3.5
1343,"Mountain-200 Black, 42",Bike World,4.0,4.0,4.0
1344,"Mountain-200 Black, 42",Many Bikes Store,6.2,5.6,5.2
1345,"Mountain-200 Black, 42",Resale Services,3.1,3.1,3.1
1346,"Mountain-200 Black, 42",Small Bike Shop,1.2,1.3,1.4
1347,"Mountain-200 Black, 42",Sturdy Toys,6.8,6.1,5.6
1348,"Mountain-200 Black, 42",Trailblazing Sports,4.9,4.9,4.8
1349,"Mountain-200 Black, 42",Family Cycle Store,5.6,5.3,5.1
1350,"Mountain-200 Black, 42",Leather Seat Factory,4.8,4.6,4.5
1351,"Mountain-200 Black, 42",Original Bicycle Supply Company,3.6,3.3,3.2
1352,"Mountain-200 Black, 42",Rapid Bikes,1.5,1.9,2.2
1353,"Mountain-200 Black, 42",Rural Cycle Emporium,3.2,3.3,3.4
1354,"Mountain-200 Black, 42",Top Sports Supply,6.7,6.6,6.5
1355,"Mountain-200 Black, 42",Twelfth Bike Store,2.6,3.0,3.3
1356,"Mountain-200 Black, 42",Vigorous Exercise Company,6.4,5.5,5.1
1357,"Mountain-200 Black, 42",Field Trip Store,8.6,8.9,9.0
1358,"Mountain-200 Black, 42",Initial Bike Company,3.7,3.5,3.4
1359,"Mountain-200 Black, 42",Valuable Bike Parts Company,2.6,2.9,3.0
1360,"Mountain-200 Black, 42",Registered Cycle Store,8.7,7.2,6.3
1361,"Mountain-200 Black, 42",Spa and Exercise Outfitters,2.7,2.6,2.4
1362,"Mountain-200 Black, 42",Spare Parts Co.,2.5,2.8,3.0
1363,"Mountain-200 Black, 42",Better Bike Shop,2.3,2.4,2.5
1364,"Mountain-200 Black, 42",Noiseless Gear Company,3.9,3.7,3.6
1365,"Mountain-200 Black, 42",Grand Discount Store,3.7,3.5,3.4
1366,"Mountain-200 Black, 42",Catalog Store,1.9,1.9,1.9
1367,"Mountain-200 Black, 42",Bicycle Lines Distributors,2.2,2.3,2.5
1368,"Mountain-200 Black, 42",World of Bikes,3.9,3.8,3.7
1369,"Mountain-200 Black, 42",Casual Bicycle Store,4.2,4.3,4.4
1370,"Mountain-200 Black, 42",Fashionable Department Stores,1.4,1.7,2.0
1371,"Mountain-200 Black, 42",Chic Department Stores,4.2,4.3,4.4
1372,"Mountain-200 Black, 42",Extraordinary Bike Works,4.1,4.2,4.2
1373,"Mountain-200 Black, 42",Genial Bike Associates,3.4,3.6,3.7
1374,"Mountain-200 Black, 42",Paint Supply,4.7,3.9,3.5
1375,"Mountain-200 Black, 42",Satin Finish Company,1.3,1.6,1.7
1376,"Mountain-200 Black, 42",The Gear Store,3.8,4.2,4.5
1377,"Mountain-200 Black, 42",Commerce Bicycle Specialists,4.9,4.5,4.4
1378,"Mountain-200 Black, 42",Metropolitan Bicycle Supply,8.1,7.0,6.4
1379,"Mountain-200 Black, 42",Nearby Cycle Shop,4.6,4.4,4.3
1380,"Mountain-200 Black, 42",Brakes and Gears,5.1,5.9,6.1
1381,"Mountain-200 Black, 42",Frugal Bike Shop,6.7,6.4,6.2
1382,"Mountain-200 Black, 42",Closeout Boutique,4.9,5.3,5.5
1383,"Mountain-200 Black, 42",Latest Sports Equipment,5.4,5.7,5.9
1384,"Mountain-200 Black, 42",Safe Cycles Shop,5.8,5.7,5.6
1385,"Mountain-200 Black, 42",Great Bikes ,14.3,12.9,11.9
1386,"Half-Finger Gloves, M",Real Sporting Goods,7.4,7.0,6.7
1387,"Half-Finger Gloves, M",Eastside Department Store,7.6,7.9,8.1
1388,"Half-Finger Gloves, M",Bikes and Motorbikes,5.2,5.4,5.5
1389,"Half-Finger Gloves, M",Citywide Service and Repair,2.8,4.1,5.0
1390,"Half-Finger Gloves, M",General Supplies,3.1,3.2,3.3
1391,"Half-Finger Gloves, M",Rapid Bikes,9.1,8.4,7.9
1392,"Half-Finger Gloves, M",Rewarding Activities Company,6.2,5.7,5.5
1393,"Half-Finger Gloves, M",Top Sports Supply,6.2,6.3,6.4
1394,"Half-Finger Gloves, M",Vigorous Exercise Company,5.2,5.3,5.4
1395,"Half-Finger Gloves, M",Field Trip Store,4.1,4.2,4.2
1396,"Half-Finger Gloves, M",Futuristic Sport Distributors,9.4,8.3,7.6
1397,"Half-Finger Gloves, M",Rally Day Mall,4.2,4.3,4.5
1398,"Half-Finger Gloves, M",Valuable Bike Parts Company,3.7,4.2,4.5
1399,"Half-Finger Gloves, M",Metropolitan Equipment,6.3,5.8,5.5
1400,"Half-Finger Gloves, M",Registered Cycle Store,6.5,6.1,5.9
1401,"Half-Finger Gloves, M",Steel Inc.,9.0,7.9,7.2
1402,"Half-Finger Gloves, M",Wheelsets Storehouse,3.0,3.5,3.8
1403,"Half-Finger Gloves, M",Exhilarating Cycles,4.3,4.6,4.9
1404,"Half-Finger Gloves, M",Bike Dealers Association,3.3,3.5,3.6
1405,"Half-Finger Gloves, M",Fashionable Department Stores,7.9,7.1,6.6
1406,"Half-Finger Gloves, M",Larger Cycle Shop,4.3,4.5,4.7
1407,"Half-Finger Gloves, M",Advanced Bike Components,5.2,5.3,5.3
1408,"Half-Finger Gloves, M",Sheet Metal Manufacturing,4.5,4.2,3.9
1409,"Half-Finger Gloves, M",The Gear Store,5.0,4.9,4.9
1410,"Half-Finger Gloves, M",Commerce Bicycle Specialists,2.8,3.3,3.6
1411,"Half-Finger Gloves, M",Prosperous Tours,7.6,7.3,7.1
1412,"Half-Finger Gloves, M",Sales and Supply Company,10.7,9.7,9.1
1413,"LL Road Frame - Red, 62",Preferred Bikes,1.2,1.4,1.5
1414,"LL Road Frame - Red, 62","Health Spa, Limited",1.4,1.6,1.7
1415,"LL Road Frame - Red, 62",Retail Mall,3.1,3.2,3.2
1416,"LL Road Frame - Red, 62",Larger Cycle Shop,2.2,2.4,2.5
1417,"LL Road Frame - Red, 62",Fitness Toy Store,2.3,2.4,2.5
1418,LL Road Rear Wheel,Friendly Bike Shop,6.3,5.9,5.7
1419,"Long-Sleeve Logo Jersey, XL",Real Sporting Goods,6.8,6.7,6.6
1420,"Long-Sleeve Logo Jersey, XL",Affordable Sports Equipment,4.3,3.8,3.5
1421,"Long-Sleeve Logo Jersey, XL",Eastside Department Store,4.7,5.1,5.4
1422,"Long-Sleeve Logo Jersey, XL",Preferred Bikes,4.4,3.9,3.6
1423,"Long-Sleeve Logo Jersey, XL",Resale Services,3.9,3.7,3.7
1424,"Long-Sleeve Logo Jersey, XL",Separate Parts Corporation,1.3,1.6,1.8
1425,"Long-Sleeve Logo Jersey, XL",Bikes and Motorbikes,2.0,2.8,3.4
1426,"Long-Sleeve Logo Jersey, XL",Citywide Service and Repair,5.9,5.8,5.8
1427,"Long-Sleeve Logo Jersey, XL",Corner Bicycle Supply,5.4,5.6,5.8
1428,"Long-Sleeve Logo Jersey, XL",Original Bicycle Supply Company,1.9,2.6,3.0
1429,"Long-Sleeve Logo Jersey, XL",Rapid Bikes,3.9,3.9,3.8
1430,"Long-Sleeve Logo Jersey, XL",Retail Mall,2.7,2.6,2.5
1431,"Long-Sleeve Logo Jersey, XL",Rewarding Activities Company,4.1,4.1,4.1
